nomem_encr,social_media_frequency,age,marital_status,living_arrangement,emotional_stability,intellect_imagination,self_esteem,Self-Rated_Health,Health_Hindrance_to_Daily_Functioning,Sleeping_Problems,Personal_Net_Income_Category,Employment_status,hours_on_social_media
876919,6.0,43.0,1.0,3.0,3.2,2.8,5.5,3,1.0,0.0,2.0,8,4.0
876992,1.0,64.0,1.0,2.0,3.5,3.5,5.4,2,3.0,1.0,5.0,1,5.0
877307,7.0,53.0,1.0,2.0,2.6,3.8,3.9,2,3.0,1.0,0.0,10,7.0
877468,3.0,64.0,1.0,2.0,2.0,3.6,4.6,2,2.0,1.0,4.0,10,2.0
877608,5.0,36.0,5.0,3.0,3.3,3.9,4.5,3,1.0,0.0,4.0,1,5.0
877661,7.0,56.0,3.0,1.0,3.3,3.3,4.0,3,2.0,0.0,5.0,1,7.0
877689,6.0,33.0,1.0,2.0,3.1,4.3,6.7,4,1.0,0.0,2.0,1,5.0
877872,4.0,44.0,5.0,1.0,2.9,4.1,7.0,3,1.0,1.0,14.0,1,2.0
877880,7.0,58.0,1.0,3.0,4.7,3.2,6.3,2,3.0,0.0,3.0,1,6.0
878087,1.0,29.0,5.0,2.0,2.9,3.5,4.3,3,3.0,0.0,2.0,3,0.0
878150,,27.0,5.0,2.0,2.4,4.4,6.7,3,3.0,0.0,5.0,1,0.0
878222,7.0,32.0,5.0,4.0,3.5,4.0,6.9,2,5.0,0.0,1.0,8,1.0
878329,1.0,68.0,1.0,2.0,2.9,3.2,6.5,3,3.0,1.0,3.0,9,3.0
878359,6.0,29.0,5.0,3.0,2.6,3.1,5.3,3,1.0,0.0,3.0,3,7.0
878413,6.0,42.0,1.0,3.0,4.5,4.0,7.0,2,3.0,0.0,4.0,1,12.0
878454,7.0,35.0,1.0,3.0,2.6,4.5,5.5,4,1.0,0.0,2.0,3,14.0
878634,6.0,62.0,1.0,3.0,3.8,3.0,5.5,2,1.0,0.0,8.0,1,8.0
878646,5.0,50.0,1.0,3.0,3.8,3.4,5.9,3,1.0,0.0,5.0,1,4.0
878665,1.0,47.0,1.0,1.0,3.2,3.2,4.3,3,3.0,0.0,7.0,1,1.0
878869,6.0,29.0,5.0,1.0,4.1,3.8,6.0,4,2.0,0.0,5.0,1,5.0
878927,7.0,39.0,1.0,2.0,2.9,3.5,5.9,4,2.0,1.0,2.0,1,11.0
878939,7.0,63.0,5.0,1.0,3.1,3.2,5.2,3,3.0,0.0,2.0,12,20.0
878979,5.0,58.0,5.0,3.0,4.5,3.4,5.6,4,1.0,1.0,4.0,1,0.0
879122,6.0,66.0,1.0,3.0,2.7,3.4,5.9,2,4.0,1.0,4.0,9,1.0
879211,1.0,53.0,1.0,3.0,4.2,3.5,6.1,4,1.0,0.0,2.0,8,2.0
879306,7.0,67.0,1.0,2.0,4.0,2.8,5.7,3,2.0,0.0,5.0,9,0.0
879348,7.0,51.0,5.0,1.0,4.1,3.1,6.2,3,1.0,0.0,8.0,1,2.0
879373,5.0,57.0,5.0,1.0,3.2,3.6,5.8,3,3.0,0.0,4.0,1,14.0
879428,4.0,65.0,1.0,2.0,2.8,3.8,5.1,3,1.0,1.0,0.0,4,0.0
879531,5.0,70.0,1.0,2.0,3.8,3.0,5.9,3,1.0,0.0,6.0,9,0.0
879620,7.0,69.0,1.0,1.0,3.7,3.0,6.6,2,3.0,1.0,5.0,9,2.0
879635,7.0,22.0,5.0,3.0,2.4,3.5,4.2,3,3.0,0.0,0.0,7,5.0
879669,2.0,69.0,1.0,2.0,2.1,3.2,3.9,3,4.0,1.0,4.0,9,2.0
879675,1.0,57.0,1.0,3.0,4.0,3.2,7.0,3,1.0,1.0,6.0,1,7.0
879796,7.0,62.0,1.0,2.0,4.1,4.1,5.9,4,1.0,0.0,8.0,1,6.0
879895,6.0,66.0,1.0,2.0,3.9,3.4,5.6,2,2.0,0.0,0.0,8,9.0
879998,6.0,61.0,1.0,2.0,5.0,4.5,7.0,3,2.0,1.0,0.0,8,7.0
880006,3.0,62.0,1.0,2.0,4.5,4.2,6.9,3,1.0,0.0,7.0,1,1.0
880111,7.0,51.0,1.0,3.0,3.8,2.5,5.1,2,2.0,1.0,5.0,1,25.0
880276,7.0,70.0,1.0,2.0,3.7,3.1,4.4,3,1.0,0.0,7.0,9,6.0
880439,6.0,41.0,1.0,3.0,3.8,3.2,6.4,4,1.0,0.0,6.0,1,6.0
880584,5.0,55.0,1.0,3.0,3.8,3.1,6.2,3,1.0,0.0,5.0,1,1.0
880612,7.0,68.0,1.0,2.0,3.7,2.9,5.9,5,1.0,0.0,4.0,9,2.0
880663,3.0,68.0,3.0,1.0,4.3,3.9,5.9,3,1.0,0.0,5.0,9,7.0
880834,2.0,61.0,1.0,2.0,3.3,4.1,5.5,3,2.0,0.0,0.0,8,1.0
880843,7.0,48.0,3.0,3.0,2.3,3.4,5.2,3,1.0,0.0,5.0,1,6.0
881242,5.0,49.0,5.0,1.0,2.9,3.3,6.0,2,3.0,1.0,4.0,1,16.0
881362,6.0,25.0,5.0,2.0,3.6,3.3,4.9,3,1.0,0.0,1.0,7,11.0
881396,2.0,62.0,1.0,3.0,4.3,3.8,6.5,3,1.0,0.0,10.0,4,1.0
881408,1.0,35.0,5.0,1.0,4.2,3.1,6.1,4,1.0,0.0,7.0,1,0.0
881471,6.0,62.0,1.0,2.0,3.3,3.0,6.3,2,3.0,0.0,0.0,8,0.0
881527,5.0,59.0,1.0,3.0,4.1,3.9,6.5,3,3.0,0.0,7.0,1,2.0
881582,5.0,42.0,1.0,2.0,2.8,4.8,4.5,2,1.0,1.0,6.0,1,8.0
881600,6.0,52.0,3.0,1.0,2.9,3.0,4.9,2,4.0,0.0,3.0,10,6.0
881655,5.0,30.0,5.0,1.0,2.9,4.3,5.8,2,3.0,1.0,3.0,10,1.0
881719,5.0,50.0,1.0,3.0,3.2,4.0,5.6,3,1.0,0.0,0.0,8,1.0
881826,5.0,51.0,3.0,4.0,2.1,4.0,5.2,2,1.0,1.0,14.0,10,1.0
881832,6.0,58.0,1.0,2.0,3.6,3.8,5.7,2,3.0,0.0,14.0,8,12.0
881848,6.0,39.0,5.0,3.0,3.5,3.7,6.0,3,1.0,0.0,0.0,8,3.0
881881,1.0,60.0,1.0,3.0,3.4,3.6,7.0,3,1.0,0.0,7.0,1,0.0
881927,7.0,19.0,5.0,4.0,3.2,4.1,6.7,3,1.0,0.0,1.0,7,3.0
881958,7.0,49.0,5.0,1.0,3.6,3.5,5.3,3,3.0,0.0,4.0,10,6.0
882022,7.0,45.0,1.0,3.0,3.9,3.6,5.8,4,1.0,0.0,9.0,1,2.0
882260,7.0,55.0,5.0,1.0,2.1,2.9,4.7,3,2.0,0.0,4.0,1,9.0
882415,1.0,55.0,1.0,3.0,2.2,3.3,4.0,3,1.0,0.0,4.0,1,0.0
882506,5.0,33.0,1.0,3.0,3.2,3.2,5.3,3,3.0,0.0,5.0,1,2.0
882522,7.0,43.0,1.0,3.0,2.4,3.2,6.0,2,1.0,1.0,2.0,10,3.0
882574,6.0,45.0,1.0,3.0,4.2,2.8,5.4,3,1.0,0.0,3.0,2,7.0
882613,6.0,65.0,5.0,1.0,2.9,3.9,6.2,3,2.0,1.0,6.0,1,3.0
882660,1.0,64.0,1.0,2.0,3.1,3.8,6.1,2,4.0,0.0,0.0,8,0.0
882723,6.0,70.0,1.0,2.0,3.9,3.9,6.5,3,1.0,0.0,3.0,9,0.0
882733,7.0,66.0,1.0,2.0,4.2,2.9,6.0,2,4.0,0.0,8.0,9,3.0
882855,7.0,20.0,5.0,3.0,3.6,3.5,6.0,4,1.0,0.0,1.0,1,1.0
882864,1.0,37.0,1.0,2.0,3.1,4.2,4.4,4,2.0,0.0,7.0,1,4.0
882897,5.0,63.0,1.0,2.0,3.8,3.5,6.4,4,2.0,0.0,3.0,1,0.0
883139,2.0,64.0,1.0,2.0,4.0,4.9,7.0,2,1.0,0.0,4.0,3,7.0
883202,7.0,30.0,5.0,2.0,3.9,4.2,6.3,3,1.0,0.0,5.0,1,3.0
883303,2.0,57.0,1.0,3.0,2.8,3.9,4.8,2,1.0,1.0,6.0,1,0.0
883650,7.0,46.0,1.0,2.0,2.6,3.6,7.0,3,2.0,1.0,6.0,1,23.0
883657,7.0,32.0,1.0,3.0,3.5,3.4,5.6,3,1.0,0.0,6.0,1,13.0
883914,5.0,42.0,5.0,3.0,3.5,3.4,5.2,2,1.0,1.0,4.0,1,9.0
884283,5.0,66.0,1.0,2.0,4.7,3.3,6.2,3,2.0,0.0,5.0,9,0.0
884320,7.0,54.0,3.0,4.0,3.3,3.8,7.0,3,1.0,1.0,3.0,3,3.0
884341,5.0,56.0,5.0,1.0,3.8,3.8,6.3,4,1.0,0.0,6.0,1,7.0
884384,7.0,46.0,3.0,1.0,2.9,3.3,6.0,3,2.0,0.0,5.0,1,11.0
884392,7.0,34.0,1.0,2.0,4.8,3.8,6.5,3,1.0,0.0,6.0,1,7.0
884581,2.0,27.0,5.0,3.0,3.8,3.0,4.0,3,2.0,1.0,0.0,7,6.0
884667,6.0,65.0,1.0,2.0,4.1,3.1,6.4,3,1.0,0.0,8.0,9,2.0
884677,6.0,55.0,1.0,3.0,4.0,3.4,6.5,4,1.0,0.0,11.0,1,1.0
884707,2.0,46.0,3.0,1.0,3.0,3.0,4.0,4,1.0,0.0,6.0,1,0.0
884719,5.0,28.0,5.0,2.0,3.9,4.6,6.1,5,1.0,0.0,6.0,1,6.0
884799,6.0,23.0,5.0,3.0,3.5,3.9,4.3,4,1.0,0.0,6.0,1,6.0
884872,6.0,67.0,1.0,2.0,3.4,3.0,5.5,3,1.0,0.0,3.0,9,8.0
884918,1.0,40.0,1.0,2.0,3.6,4.3,6.9,3,1.0,0.0,6.0,3,7.0
885134,1.0,57.0,1.0,1.0,2.7,3.0,4.8,3,1.0,0.0,3.0,1,0.0
885327,4.0,55.0,5.0,3.0,2.9,3.1,5.9,4,1.0,0.0,4.0,3,0.0
885375,6.0,50.0,5.0,3.0,2.5,3.1,3.9,3,3.0,0.0,4.0,3,4.0
885379,6.0,46.0,4.0,4.0,3.4,3.7,4.8,3,1.0,0.0,4.0,1,14.0
885388,5.0,24.0,5.0,3.0,3.9,3.6,5.3,3,1.0,0.0,5.0,2,5.0
885597,7.0,45.0,1.0,1.0,4.2,3.8,6.6,3,1.0,0.0,4.0,12,2.0
885623,3.0,57.0,1.0,3.0,3.0,3.0,4.1,3,1.0,0.0,3.0,1,0.0
885705,7.0,36.0,1.0,3.0,3.5,3.6,5.0,4,1.0,0.0,7.0,1,9.0
885763,5.0,59.0,5.0,1.0,5.0,4.3,6.7,3,1.0,0.0,8.0,1,2.0
885781,5.0,35.0,5.0,3.0,4.0,4.1,6.8,3,1.0,0.0,13.0,1,11.0
885809,7.0,57.0,1.0,2.0,3.3,2.9,4.8,5,3.0,1.0,4.0,1,3.0
886065,7.0,55.0,1.0,2.0,4.1,4.0,6.3,3,1.0,0.0,2.0,1,15.0
886166,4.0,43.0,5.0,1.0,2.2,4.1,3.1,2,4.0,1.0,3.0,10,2.0
886173,7.0,39.0,3.0,1.0,3.7,3.7,3.8,2,3.0,0.0,4.0,1,37.0
886218,1.0,64.0,3.0,2.0,4.6,3.5,6.6,2,3.0,0.0,5.0,9,0.0
886297,6.0,43.0,5.0,1.0,4.7,4.2,6.9,3,1.0,0.0,7.0,1,4.0
886347,6.0,56.0,5.0,1.0,3.7,3.6,5.5,3,1.0,0.0,5.0,1,3.0
886634,7.0,37.0,5.0,2.0,3.2,3.5,6.0,3,1.0,1.0,5.0,1,21.0
886859,1.0,64.0,3.0,4.0,2.9,3.2,5.3,3,2.0,0.0,2.0,11,1.0
886889,5.0,58.0,1.0,3.0,3.8,3.6,5.8,3,1.0,0.0,6.0,1,1.0
886959,4.0,23.0,5.0,4.0,2.4,3.1,3.4,3,3.0,0.0,0.0,1,0.0
887088,6.0,31.0,1.0,3.0,2.1,3.3,3.2,2,3.0,0.0,3.0,1,3.0
887155,5.0,53.0,1.0,3.0,4.1,2.9,5.9,3,1.0,0.0,9.0,1,2.0
887313,6.0,43.0,3.0,1.0,2.5,3.3,4.0,2,1.0,0.0,4.0,1,9.0
887371,7.0,36.0,5.0,3.0,3.0,3.0,4.0,5,1.0,0.0,6.0,2,11.0
887387,3.0,63.0,5.0,1.0,4.1,3.5,6.2,2,5.0,0.0,4.0,10,0.0
887423,5.0,66.0,1.0,2.0,3.2,3.2,4.8,3,1.0,0.0,3.0,9,4.0
887661,6.0,38.0,1.0,3.0,4.2,3.8,6.7,3,1.0,0.0,5.0,1,9.0
887704,6.0,68.0,1.0,2.0,3.3,2.7,5.0,3,2.0,0.0,5.0,9,1.0
887849,7.0,25.0,5.0,2.0,2.3,3.3,5.4,4,2.0,0.0,5.0,1,9.0
888029,6.0,65.0,3.0,2.0,3.2,3.3,5.0,2,1.0,0.0,6.0,1,3.0
888217,4.0,63.0,1.0,2.0,4.5,3.5,6.5,3,1.0,0.0,14.0,1,2.0
888238,1.0,56.0,1.0,3.0,3.0,3.0,3.7,5,1.0,0.0,5.0,1,7.0
888272,5.0,49.0,1.0,3.0,2.2,3.1,5.3,4,1.0,1.0,6.0,1,1.0
888290,6.0,27.0,5.0,2.0,2.7,3.8,6.5,4,1.0,0.0,6.0,1,10.0
888406,1.0,49.0,5.0,4.0,3.1,2.9,4.0,4,1.0,0.0,4.0,1,0.0
888411,7.0,56.0,1.0,2.0,3.7,3.3,5.9,3,1.0,0.0,5.0,1,7.0
888470,6.0,33.0,5.0,1.0,3.1,4.2,6.7,2,1.0,1.0,5.0,1,11.0
888583,6.0,53.0,5.0,3.0,3.7,2.8,4.7,3,1.0,0.0,1.0,8,1.0
888629,5.0,56.0,3.0,1.0,2.8,2.8,4.6,4,1.0,0.0,4.0,1,0.0
888641,5.0,58.0,1.0,2.0,3.0,3.3,4.7,3,3.0,0.0,5.0,1,2.0
888642,4.0,39.0,5.0,3.0,4.8,2.5,4.8,2,2.0,1.0,13.0,12,10.0
888735,5.0,65.0,1.0,2.0,3.7,3.2,7.0,3,1.0,0.0,5.0,1,2.0
888777,7.0,27.0,5.0,1.0,3.5,3.7,4.5,2,3.0,1.0,5.0,1,12.0
888882,6.0,40.0,1.0,3.0,3.3,3.7,6.1,3,2.0,1.0,4.0,1,3.0
889001,5.0,60.0,3.0,1.0,3.6,3.3,6.5,3,3.0,0.0,4.0,1,1.0
889215,7.0,35.0,1.0,2.0,3.4,1.8,6.1,4,1.0,0.0,6.0,3,9.0
889248,7.0,68.0,1.0,2.0,2.6,2.2,4.7,4,1.0,0.0,0.0,8,3.0
889266,5.0,19.0,5.0,3.0,2.8,3.8,4.2,3,1.0,0.0,0.0,7,13.0
889659,7.0,66.0,3.0,1.0,1.8,4.7,5.5,1,4.0,0.0,3.0,9,53.0
889709,7.0,57.0,3.0,1.0,3.6,4.3,7.0,3,1.0,0.0,6.0,1,40.0
889712,4.0,63.0,3.0,1.0,3.2,3.9,4.9,2,3.0,0.0,3.0,3,2.0
889739,7.0,36.0,3.0,4.0,3.8,4.0,6.4,4,1.0,0.0,14.0,1,5.0
889837,2.0,57.0,1.0,2.0,3.8,3.3,6.4,3,3.0,0.0,7.0,1,4.0
889876,6.0,51.0,3.0,5.0,4.0,3.6,6.5,5,1.0,0.0,3.0,3,4.0
889920,4.0,41.0,5.0,3.0,3.1,3.7,3.8,4,1.0,0.0,0.0,8,0.0
890015,7.0,29.0,5.0,1.0,3.8,3.6,6.0,4,1.0,0.0,6.0,1,4.0
890173,5.0,46.0,1.0,2.0,3.4,4.1,6.1,4,1.0,1.0,2.0,1,5.0
890283,1.0,29.0,5.0,3.0,3.7,3.8,5.7,3,1.0,0.0,4.0,1,5.0
890323,5.0,60.0,3.0,1.0,2.5,2.8,4.9,4,1.0,1.0,3.0,9,0.0
890397,1.0,57.0,5.0,1.0,2.5,3.5,3.5,3,3.0,1.0,4.0,10,0.0
890490,2.0,64.0,1.0,2.0,4.2,2.2,4.0,3,1.0,0.0,0.0,8,0.0
890521,5.0,48.0,1.0,3.0,2.7,3.8,4.5,3,2.0,0.0,3.0,1,4.0
890554,5.0,62.0,1.0,3.0,3.8,3.8,7.0,3,1.0,0.0,6.0,1,1.0
890676,7.0,38.0,1.0,2.0,2.5,3.9,4.3,3,1.0,1.0,5.0,1,7.0
890711,7.0,21.0,5.0,3.0,3.1,3.8,4.9,4,1.0,0.0,0.0,7,7.0
890773,,26.0,5.0,2.0,2.5,3.4,3.8,3,1.0,0.0,3.0,1,0.0
890798,7.0,56.0,1.0,3.0,3.3,3.7,6.8,3,1.0,0.0,3.0,1,20.0
890882,4.0,50.0,3.0,4.0,2.2,3.4,5.3,3,1.0,0.0,4.0,1,1.0
890893,6.0,39.0,1.0,3.0,2.9,3.7,4.7,4,1.0,0.0,4.0,1,3.0
891006,7.0,62.0,1.0,2.0,2.8,3.3,5.1,2,2.0,1.0,4.0,1,2.0
891015,5.0,67.0,5.0,1.0,4.0,4.0,5.9,3,2.0,0.0,3.0,9,0.0
891343,4.0,41.0,1.0,3.0,1.9,3.9,5.6,2,1.0,0.0,14.0,1,3.0
891491,5.0,52.0,5.0,1.0,2.6,3.5,5.1,2,1.0,1.0,2.0,10,0.0
891650,7.0,38.0,1.0,3.0,1.9,3.4,3.8,3,2.0,1.0,3.0,1,31.0
891870,2.0,35.0,5.0,2.0,3.8,3.7,7.0,4,1.0,0.0,13.0,1,2.0
892141,3.0,60.0,1.0,3.0,3.4,3.0,4.5,3,1.0,0.0,14.0,8,4.0
892311,7.0,38.0,5.0,3.0,1.6,4.3,1.8,2,2.0,1.0,3.0,10,16.0
892504,5.0,56.0,5.0,1.0,2.7,3.2,4.2,3,3.0,1.0,6.0,1,0.0
892839,7.0,36.0,1.0,2.0,4.2,4.2,6.0,3,1.0,0.0,5.0,1,13.0
892852,6.0,51.0,1.0,3.0,4.2,3.4,6.3,4,1.0,0.0,6.0,1,1.0
892901,7.0,19.0,5.0,3.0,3.3,3.4,5.4,4,1.0,0.0,1.0,7,25.0
892909,6.0,24.0,5.0,3.0,3.2,3.8,5.8,3,2.0,0.0,3.0,7,12.0
892994,6.0,30.0,5.0,2.0,4.2,4.9,6.8,5,1.0,0.0,4.0,1,12.0
892996,4.0,61.0,4.0,1.0,1.8,3.6,3.8,2,3.0,1.0,13.0,8,0.0
893066,5.0,55.0,3.0,4.0,4.9,2.8,5.6,4,1.0,0.0,7.0,1,4.0
893243,6.0,69.0,3.0,1.0,4.4,3.8,7.0,3,2.0,0.0,2.0,9,4.0
893319,5.0,46.0,3.0,3.0,3.3,3.5,7.0,4,1.0,0.0,4.0,1,3.0
893411,4.0,60.0,3.0,1.0,3.5,3.7,5.5,3,2.0,0.0,3.0,1,0.0
893432,1.0,70.0,5.0,2.0,2.5,3.5,4.7,3,1.0,0.0,3.0,9,1.0
893436,5.0,39.0,1.0,2.0,3.5,3.5,5.7,3,1.0,0.0,7.0,1,7.0
893475,5.0,57.0,1.0,2.0,3.9,3.0,5.4,3,1.0,0.0,14.0,1,8.0
893499,7.0,58.0,5.0,2.0,4.7,3.5,7.0,3,1.0,0.0,7.0,1,17.0
893502,7.0,27.0,5.0,1.0,3.7,3.7,4.9,3,1.0,0.0,5.0,1,6.0
893762,6.0,67.0,1.0,2.0,3.8,3.6,5.5,3,1.0,0.0,2.0,8,0.0
893771,5.0,59.0,5.0,2.0,2.3,3.8,4.1,2,4.0,1.0,10.0,1,16.0
893865,7.0,23.0,5.0,4.0,3.7,3.2,5.7,3,1.0,0.0,2.0,1,13.0
894063,3.0,61.0,3.0,2.0,4.2,4.8,6.8,3,2.0,0.0,8.0,1,3.0
894125,5.0,49.0,3.0,1.0,4.3,2.5,5.8,4,1.0,0.0,6.0,1,2.0
894210,1.0,38.0,5.0,1.0,3.0,3.0,4.1,2,5.0,0.0,13.0,10,21.0
894223,1.0,63.0,3.0,1.0,3.4,3.2,6.0,1,4.0,1.0,3.0,6,0.0
894363,1.0,64.0,1.0,2.0,4.8,2.9,6.7,3,3.0,0.0,5.0,1,0.0
894549,7.0,63.0,1.0,3.0,4.5,4.9,6.9,4,1.0,0.0,10.0,1,2.0
894622,6.0,66.0,1.0,2.0,4.1,3.6,6.2,3,3.0,1.0,4.0,9,0.0
894635,5.0,31.0,5.0,2.0,4.0,4.4,5.6,5,1.0,0.0,7.0,1,3.0
894796,6.0,36.0,5.0,2.0,3.0,3.6,4.3,3,1.0,0.0,5.0,1,16.0
895047,6.0,54.0,1.0,2.0,3.8,2.8,4.2,4,1.0,0.0,4.0,1,4.0
895367,6.0,66.0,1.0,2.0,3.9,4.0,6.0,2,1.0,0.0,6.0,1,4.0
895373,6.0,68.0,3.0,1.0,3.7,3.0,5.7,1,3.0,1.0,3.0,9,14.0
895407,6.0,31.0,5.0,1.0,3.3,3.5,5.2,4,1.0,0.0,5.0,1,10.0
895429,4.0,66.0,3.0,1.0,3.9,3.2,6.0,3,1.0,0.0,5.0,3,0.0
895443,1.0,67.0,1.0,2.0,3.9,3.4,6.4,3,2.0,0.0,4.0,9,0.0
895825,6.0,56.0,1.0,2.0,4.3,4.4,6.8,3,1.0,0.0,6.0,1,7.0
895853,5.0,70.0,1.0,2.0,3.8,3.0,5.6,2,4.0,0.0,2.0,8,8.0
895910,7.0,19.0,5.0,4.0,3.7,3.1,7.0,3,2.0,0.0,5.0,1,17.0
896005,6.0,61.0,1.0,2.0,4.7,3.4,6.6,3,1.0,0.0,0.0,8,4.0
896031,6.0,35.0,1.0,2.0,3.3,3.8,5.4,3,1.0,0.0,5.0,1,2.0
896252,1.0,70.0,1.0,2.0,3.0,3.7,7.0,3,3.0,0.0,2.0,9,0.0
896271,6.0,43.0,1.0,3.0,3.4,3.4,6.1,4,1.0,0.0,7.0,1,15.0
896319,7.0,51.0,1.0,3.0,3.5,3.1,5.2,3,1.0,0.0,3.0,1,19.0
896502,1.0,67.0,4.0,3.0,2.3,3.2,3.6,2,3.0,1.0,0.0,8,5.0
896606,5.0,59.0,1.0,2.0,3.8,3.7,5.9,3,1.0,0.0,14.0,1,4.0
896649,1.0,50.0,2.0,4.0,2.4,2.6,3.5,1,4.0,1.0,3.0,13,0.0
896716,2.0,64.0,1.0,3.0,3.2,2.8,4.5,3,1.0,0.0,2.0,3,0.0
896939,1.0,23.0,5.0,3.0,3.5,2.9,4.2,5,1.0,0.0,0.0,1,0.0
896957,5.0,49.0,3.0,3.0,4.1,3.6,6.1,4,1.0,0.0,8.0,1,2.0
896969,7.0,51.0,3.0,4.0,3.2,4.0,6.3,3,2.0,0.0,3.0,1,3.0
897155,6.0,24.0,5.0,3.0,3.0,3.3,6.4,3,1.0,0.0,13.0,7,3.0
897253,1.0,58.0,5.0,1.0,4.5,4.5,6.4,2,3.0,0.0,3.0,10,0.0
897574,7.0,53.0,5.0,1.0,3.3,2.8,6.0,2,3.0,0.0,3.0,10,12.0
897607,7.0,55.0,1.0,3.0,3.6,3.7,6.9,5,1.0,0.0,2.0,8,1.0
897637,6.0,55.0,1.0,3.0,3.9,3.2,5.1,3,1.0,0.0,5.0,1,0.0
897717,6.0,54.0,5.0,1.0,4.0,3.9,6.6,3,1.0,0.0,14.0,1,1.0
897854,5.0,53.0,1.0,3.0,4.4,4.5,6.6,4,1.0,0.0,9.0,1,2.0
897885,1.0,57.0,1.0,2.0,3.3,3.9,6.6,3,2.0,0.0,0.0,3,0.0
897924,6.0,35.0,1.0,3.0,2.8,4.2,5.6,2,1.0,0.0,14.0,8,14.0
897961,4.0,52.0,1.0,3.0,3.4,3.2,4.9,3,2.0,1.0,0.0,8,2.0
897973,5.0,62.0,1.0,2.0,3.3,3.4,5.5,3,1.0,0.0,6.0,1,23.0
897976,3.0,67.0,1.0,2.0,3.4,4.2,5.8,3,2.0,0.0,3.0,3,1.0
898187,3.0,61.0,1.0,3.0,3.9,3.7,5.4,3,1.0,1.0,4.0,1,7.0
898211,6.0,43.0,1.0,2.0,2.9,3.5,5.5,3,3.0,0.0,9.0,3,3.0
898237,7.0,59.0,5.0,3.0,4.7,4.0,6.5,5,1.0,0.0,7.0,3,6.0
898339,4.0,65.0,5.0,1.0,3.5,4.4,6.8,2,2.0,0.0,3.0,6,15.0
898400,3.0,68.0,3.0,1.0,3.2,3.3,5.3,4,1.0,0.0,5.0,9,1.0
898596,7.0,33.0,5.0,3.0,2.4,4.0,4.3,3,1.0,0.0,6.0,1,11.0
898675,7.0,25.0,5.0,3.0,3.6,3.7,6.0,4,1.0,0.0,0.0,7,20.0
898730,6.0,54.0,1.0,2.0,4.8,2.9,7.0,3,1.0,1.0,6.0,1,4.0
898782,5.0,59.0,1.0,3.0,3.7,2.4,5.2,3,1.0,1.0,8.0,1,0.0
898834,5.0,35.0,5.0,3.0,1.7,3.8,3.3,2,1.0,1.0,3.0,8,7.0
898867,7.0,20.0,5.0,4.0,3.7,3.6,6.5,3,1.0,0.0,2.0,1,8.0
899045,6.0,66.0,1.0,2.0,3.5,3.1,4.8,2,2.0,1.0,2.0,12,4.0
899234,1.0,65.0,3.0,1.0,4.3,2.7,5.3,3,1.0,0.0,4.0,1,0.0
899359,6.0,41.0,5.0,1.0,4.2,4.4,6.3,4,1.0,1.0,14.0,1,18.0
899402,6.0,30.0,5.0,2.0,4.6,4.0,6.7,3,1.0,0.0,6.0,3,5.0
899407,7.0,64.0,1.0,2.0,4.3,3.8,6.3,3,1.0,1.0,2.0,8,3.0
899411,6.0,58.0,1.0,3.0,4.0,3.2,5.4,3,1.0,0.0,6.0,1,3.0
899648,4.0,45.0,1.0,2.0,3.9,4.1,5.9,4,1.0,0.0,9.0,1,26.0
